Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
6,1.025,42,460,327,r207n17.gzip,"[448, 437, 426, 415, 404, 394]",386,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11427    48]
 [   59     1]]",0.45,0.05,0.98,0.06,0.09,0.2,"[[ 977 1264]
 [   1   65]]",0.44,0.02,0.99,0.02,0.04,0.09,"[[5007 6404]
 [   1  123]]"
7,1.118,42,460,283,r207n17.gzip,"[411, 367, 328, 293, 262, 234, 209]",188,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11430    45]
 [   59     1]]",0.36,0.04,0.98,0.05,0.08,0.17,"[[ 780 1464]
 [   1   62]]",0.36,0.02,0.99,0.02,0.03,0.08,"[[4065 7341]
 [   1  128]]"
8,1.113,42,460,305,r207n17.gzip,"[413, 371, 333, 299, 268, 240, 215, 193]",176,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11440    35]
 [   59     1]]",0.81,0.08,0.69,0.1,0.14,0.27,"[[1839  416]
 [  16   36]]",0.81,0.03,0.73,0.04,0.06,0.14,"[[9262 2175]
 [  26   72]]"
1,2.0,42,460,356,r207n17.gzip,[230],115,0.99,1.0,0.03,0.14,0.06,0.04,"[[2274    0]
 [  32    1]]",0.99,0.33,0.03,0.12,0.06,0.04,"[[11471     4]
 [   58     2]]",0.99,0.5,0.06,0.2,0.11,0.07,"[[2271    2]
 [  32    2]]",0.99,0.29,0.07,0.17,0.11,0.08,"[[11464    10]
 [   57     4]]"
10,1.034,42,460,205,r207n17.gzip,"[444, 429, 414, 400, 386, 373, 360, 348, 336, 324]",318,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11439    36]
 [   59     1]]",0.63,0.07,0.95,0.08,0.12,0.26,"[[1386  858]
 [   3   60]]",0.63,0.03,0.94,0.03,0.05,0.12,"[[7126 4283]
 [   7  119]]"
4,1.146,42,460,415,r207n17.gzip,"[401, 349, 304, 265]",233,0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.18,0.03,0.1,0.06,0.04,"[[11466     9]
 [   58     2]]",0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]"
9,1.021,42,460,390,r207n17.gzip,"[450, 440, 430, 421, 412, 403, 394, 385, 377]",373,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11443    32]
 [   59     1]]",0.73,0.07,0.74,0.08,0.12,0.24,"[[1646  603]
 [  15   43]]",0.73,0.03,0.79,0.04,0.06,0.13,"[[8363 3057]
 [  24   91]]"
3,1.132,42,460,457,r207n17.gzip,"[406, 358, 316]",280,0.91,0.14,0.69,0.17,0.24,0.39,"[[2076  186]
 [  14   31]]",0.91,0.07,0.75,0.08,0.12,0.24,"[[10469   975]
 [   23    68]]",0.91,0.14,0.69,0.17,0.24,0.39,"[[2076  186]
 [  14   31]]",0.91,0.07,0.75,0.08,0.12,0.24,"[[10469   975]
 [   23    68]]"
6,1.06,42,460,364,r207n17.gzip,"[433, 408, 384, 362, 341, 321]",305,0.98,0.0,0.0,,,,"[[2264   10]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11422    53]
 [   59     1]]",0.7,0.06,0.72,0.07,0.11,0.22,"[[1575  674]
 [  16   42]]",0.71,0.02,0.72,0.03,0.04,0.1,"[[8105 3324]
 [  30   76]]"
5,1.148,42,460,343,r207n17.gzip,"[400, 348, 303, 263, 229]",201,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11428    47]
 [   59     1]]",0.56,0.05,0.94,0.07,0.1,0.22,"[[1238 1007]
 [   4   58]]",0.56,0.02,0.95,0.03,0.04,0.1,"[[6369 5049]
 [   6  111]]"
2,1.2890000000000001,42,460,442,r207n17.gzip,"[356, 276]",215,0.89,0.14,0.82,0.16,0.23,0.41,"[[2002  256]
 [   9   40]]",0.89,0.06,0.85,0.07,0.11,0.23,"[[10138  1299]
 [   15    83]]",0.89,0.14,0.82,0.16,0.23,0.41,"[[2002  256]
 [   9   40]]",0.89,0.06,0.85,0.07,0.11,0.23,"[[10139  1298]
 [   15    83]]"
8,1.186,42,460,256,r207n17.gzip,"[387, 326, 274, 231, 194, 163, 137, 115]",99,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11434    41]
 [   59     1]]",0.28,0.04,1.0,0.05,0.08,0.17,"[[ 578 1660]
 [   0   69]]",0.28,0.02,1.0,0.02,0.03,0.08,"[[3082 8316]
 [   0  137]]"
9,1.194,42,460,166,r207n17.gzip,"[385, 322, 269, 225, 188, 157, 131, 109, 91]",78,0.78,0.07,0.72,0.09,0.13,0.26,"[[1766  488]
 [  15   38]]",0.79,0.03,0.76,0.04,0.06,0.14,"[[8989 2441]
 [  25   80]]",0.81,0.08,0.69,0.1,0.14,0.27,"[[1843  412]
 [  16   36]]",0.81,0.03,0.73,0.04,0.06,0.14,"[[9280 2154]
 [  27   74]]"
8,1.185,42,460,141,r207n17.gzip,"[388, 327, 275, 232, 195, 164, 138, 116]",100,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11447    28]
 [   59     1]]",0.81,0.09,0.81,0.11,0.16,0.31,"[[1821  433]
 [  10   43]]",0.81,0.04,0.82,0.05,0.07,0.16,"[[9241 2189]
 [  19   86]]"
8,1.068,42,460,230,r207n17.gzip,"[430, 402, 376, 352, 329, 308, 288, 269]",255,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11442    33]
 [   59     1]]",0.78,0.08,0.75,0.1,0.15,0.28,"[[1766  484]
 [  14   43]]",0.79,0.04,0.79,0.04,0.07,0.15,"[[9022 2402]
 [  23   88]]"
9,1.132,42,460,243,r207n17.gzip,"[406, 358, 316, 279, 246, 217, 191, 168, 148]",133,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11437    38]
 [   59     1]]",0.81,0.09,0.73,0.1,0.15,0.29,"[[1823  429]
 [  15   40]]",0.8,0.04,0.78,0.04,0.07,0.15,"[[9186 2241]
 [  24   84]]"
7,1.3530000000000002,42,460,257,r207n17.gzip,"[339, 250, 184, 135, 99, 73, 53]",41,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11444    31]
 [   59     1]]",0.33,0.04,1.0,0.05,0.08,0.17,"[[ 691 1552]
 [   0   64]]",0.32,0.02,1.0,0.02,0.03,0.08,"[[3565 7841]
 [   0  129]]"
7,1.341,42,460,259,r207n17.gzip,"[343, 255, 190, 141, 105, 78, 58]",44,0.98,0.0,0.0,,,,"[[2265    9]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11429    46]
 [   59     1]]",0.49,0.05,0.94,0.06,0.09,0.2,"[[1061 1181]
 [   4   61]]",0.49,0.02,0.91,0.02,0.04,0.09,"[[5590 5816]
 [  11  118]]"
10,1.2,42,460,215,r207n17.gzip,"[383, 319, 265, 220, 183, 152, 126, 105, 87, 72]",62,0.98,0.0,0.0,,,,"[[2270    4]
 [  33    0]]",0.99,0.04,0.02,0.03,0.02,0.02,"[[11448    27]
 [   59     1]]",0.77,0.07,0.76,0.09,0.13,0.26,"[[1736  517]
 [  13   41]]",0.77,0.03,0.78,0.04,0.06,0.13,"[[8819 2610]
 [  23   83]]"
7,1.4069999999999998,42,460,194,r207n17.gzip,"[326, 231, 164, 116, 82, 58, 41]",30,0.98,0.11,0.03,0.07,0.05,0.03,"[[2265    8]
 [  33    1]]",0.99,0.03,0.03,0.03,0.03,0.03,"[[11418    56]
 [   59     2]]",0.61,0.06,0.93,0.07,0.11,0.23,"[[1354  895]
 [   4   54]]",0.62,0.02,0.89,0.03,0.04,0.1,"[[7080 4342]
 [  12  101]]"
6,1.3730000000000002,42,460,290,r207n17.gzip,"[335, 243, 176, 128, 93, 67]",50,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11425    50]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11431    44]
 [   59     1]]"
9,1.362,42,460,190,r207n17.gzip,"[337, 247, 181, 132, 96, 70, 51, 37, 27]",21,0.76,0.07,0.73,0.08,0.13,0.25,"[[1712  540]
 [  15   40]]",0.76,0.03,0.76,0.04,0.06,0.13,"[[8699 2727]
 [  26   83]]",0.79,0.07,0.7,0.09,0.13,0.26,"[[1783  471]
 [  16   37]]",0.79,0.03,0.75,0.04,0.06,0.13,"[[9025 2408]
 [  26   76]]"
8,1.2229999999999999,42,460,271,r207n17.gzip,"[376, 307, 251, 205, 167, 136, 111, 90]",75,0.75,0.07,0.74,0.08,0.12,0.24,"[[1679  574]
 [  14   40]]",0.75,0.03,0.79,0.04,0.06,0.13,"[[8575 2852]
 [  23   85]]",0.77,0.07,0.72,0.08,0.12,0.25,"[[1736  518]
 [  15   38]]",0.77,0.03,0.77,0.04,0.06,0.13,"[[8820 2611]
 [  24   80]]"
7,1.357,42,460,113,r207n17.gzip,"[338, 249, 183, 134, 98, 72, 53]",40,0.98,0.0,0.0,,,,"[[2270    4]
 [  33    0]]",0.99,0.05,0.02,0.03,0.02,0.02,"[[11455    20]
 [   59     1]]",0.54,0.05,0.92,0.06,0.09,0.2,"[[1181 1067]
 [   5   54]]",0.53,0.02,0.9,0.02,0.04,0.09,"[[6008 5412]
 [  11  104]]"
8,1.2690000000000001,42,460,161,r207n17.gzip,"[362, 285, 224, 176, 138, 108, 85, 66]",54,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11438    37]
 [   59     1]]",0.59,0.05,0.85,0.06,0.09,0.2,"[[1302  946]
 [   9   50]]",0.59,0.02,0.84,0.02,0.04,0.09,"[[6758 4666]
 [  18   93]]"
10,1.151,42,460,139,r207n17.gzip,"[399, 346, 300, 260, 225, 195, 169, 146, 126, 109]",98,0.79,0.08,0.8,0.1,0.15,0.29,"[[1770  483]
 [  11   43]]",0.79,0.04,0.83,0.04,0.07,0.15,"[[9028 2398]
 [  19   90]]",0.86,0.11,0.77,0.14,0.2,0.35,"[[1938  317]
 [  12   40]]",0.86,0.05,0.77,0.06,0.09,0.19,"[[9799 1634]
 [  23   79]]"
6,1.159,42,460,312,r207n17.gzip,"[396, 341, 294, 253, 218, 188]",164,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11425    50]
 [   59     1]]",0.35,0.04,1.0,0.05,0.08,0.18,"[[ 742 1501]
 [   0   64]]",0.35,0.02,1.0,0.02,0.03,0.08,"[[3900 7509]
 [   0  126]]"
5,1.185,42,460,316,r207n17.gzip,"[388, 327, 275, 232, 195]",166,0.98,0.0,0.0,,,,"[[2270    4]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11446    29]
 [   59     1]]",0.78,0.06,0.62,0.07,0.11,0.22,"[[1757  498]
 [  20   32]]",0.78,0.02,0.62,0.03,0.05,0.1,"[[8980 2459]
 [  36   60]]"
6,1.203,42,460,250,r207n17.gzip,"[382, 317, 263, 218, 181, 150]",126,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11428    47]
 [   59     1]]",0.4,0.04,0.92,0.05,0.08,0.18,"[[ 870 1372]
 [   5   60]]",0.41,0.02,0.93,0.02,0.03,0.08,"[[4576 6837]
 [   8  114]]"
5,1.273,42,460,314,r207n17.gzip,"[361, 283, 222, 174, 136]",108,0.98,0.0,0.0,,,,"[[2264   10]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11423    52]
 [   59     1]]",0.68,0.05,0.71,0.06,0.09,0.2,"[[1523  729]
 [  16   39]]",0.69,0.02,0.73,0.03,0.04,0.09,"[[7870 3560]
 [  28   77]]"
6,1.2930000000000001,42,460,238,r207n17.gzip,"[355, 274, 211, 163, 126, 97]",76,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11430    45]
 [   59     1]]",0.67,0.05,0.67,0.06,0.09,0.18,"[[1522  733]
 [  17   35]]",0.69,0.02,0.68,0.02,0.04,0.09,"[[7913 3522]
 [  32   68]]"
7,1.158,42,460,205,r207n17.gzip,"[397, 342, 295, 254, 219, 189, 163]",142,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11435    40]
 [   59     1]]",0.64,0.05,0.71,0.06,0.09,0.18,"[[1437  815]
 [  16   39]]",0.65,0.02,0.73,0.02,0.04,0.09,"[[7461 3968]
 [  29   77]]"
4,1.139,42,460,222,r207n17.gzip,"[403, 353, 309, 271]",240,0.98,0.2,0.03,0.09,0.05,0.04,"[[2270    4]
 [  32    1]]",0.99,0.17,0.03,0.09,0.06,0.04,"[[11465    10]
 [   58     2]]",0.98,0.18,0.06,0.13,0.09,0.07,"[[2264    9]
 [  32    2]]",0.99,0.12,0.05,0.09,0.07,0.06,"[[11452    23]
 [   57     3]]"
8,1.131,42,460,278,r207n17.gzip,"[406, 358, 316, 279, 246, 217, 191, 168]",152,0.82,0.09,0.74,0.11,0.16,0.3,"[[1850  404]
 [  14   39]]",0.82,0.04,0.78,0.05,0.07,0.16,"[[9344 2085]
 [  23   83]]",0.86,0.1,0.69,0.12,0.18,0.32,"[[1947  309]
 [  16   35]]",0.85,0.04,0.74,0.05,0.08,0.17,"[[9784 1652]
 [  26   73]]"
5,1.31,42,460,295,r207n17.gzip,"[351, 267, 203, 154, 117]",91,0.99,0.0,0.0,,,,"[[2273    1]
 [  33    0]]",0.99,0.25,0.02,0.07,0.03,0.02,"[[11472     3]
 [   59     1]]",0.81,0.07,0.6,0.08,0.12,0.23,"[[1851  408]
 [  19   29]]",0.82,0.03,0.6,0.03,0.05,0.11,"[[9400 2047]
 [  35   53]]"
6,1.134,42,460,28,r207n17.gzip,"[405, 357, 314, 276, 243, 214]",191,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11431    44]
 [   59     1]]",0.74,0.07,0.94,0.09,0.13,0.28,"[[1654  603]
 [   3   47]]",0.74,0.03,0.95,0.04,0.06,0.13,"[[8430 3007]
 [   5   93]]"
9,1.104,42,460,378,r207n17.gzip,"[416, 376, 340, 307, 278, 251, 227, 205, 185]",171,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11443    32]
 [   59     1]]",0.84,0.1,0.74,0.12,0.17,0.32,"[[1887  366]
 [  14   40]]",0.83,0.04,0.79,0.05,0.08,0.17,"[[9514 1914]
 [  23   84]]"
7,1.094,42,460,56,r207n17.gzip,"[420, 383, 350, 319, 291, 265, 242]",225,0.98,0.08,0.03,0.06,0.04,0.03,"[[2263   11]
 [  32    1]]",0.99,0.03,0.03,0.03,0.03,0.03,"[[11416    59]
 [   58     2]]",0.58,0.06,0.95,0.07,0.11,0.23,"[[1275  971]
 [   3   58]]",0.57,0.02,0.95,0.03,0.04,0.1,"[[6506 4910]
 [   6  113]]"
8,1.162,42,460,333,r207n17.gzip,"[395, 339, 291, 250, 215, 185, 159, 136]",119,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11443    32]
 [   59     1]]",0.86,0.1,0.66,0.12,0.18,0.31,"[[1942  312]
 [  18   35]]",0.86,0.04,0.68,0.05,0.08,0.17,"[[9835 1599]
 [  32   69]]"
7,1.162,42,460,260,r207n17.gzip,"[395, 339, 291, 250, 215, 185, 159]",138,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11440    35]
 [   59     1]]",0.4,0.04,0.98,0.06,0.09,0.19,"[[ 851 1390]
 [   1   65]]",0.4,0.02,0.98,0.02,0.04,0.08,"[[4465 6942]
 [   2  126]]"
6,1.165,42,460,298,r207n17.gzip,"[394, 338, 290, 248, 212, 181]",158,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11424    51]
 [   59     1]]",0.9,0.09,0.41,0.1,0.15,0.24,"[[2065  196]
 [  27   19]]",0.91,0.03,0.44,0.04,0.06,0.13,"[[10433  1020]
 [   46    36]]"
4,1.173,42,460,211,r207n17.gzip,"[392, 334, 284, 242]",207,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.98,0.2,0.03,0.09,0.05,0.04,"[[2270    4]
 [  32    1]]",0.99,0.11,0.03,0.07,0.05,0.04,"[[11458    17]
 [   58     2]]"
9,1.158,42,460,366,r207n17.gzip,"[397, 342, 295, 254, 219, 189, 163, 140, 120]",106,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.04,0.02,0.03,0.02,0.02,"[[11448    27]
 [   59     1]]",0.85,0.1,0.74,0.12,0.18,0.33,"[[1913  341]
 [  14   39]]",0.84,0.04,0.78,0.05,0.08,0.18,"[[9636 1794]
 [  23   82]]"
10,1.286,42,460,267,r207n17.gzip,"[357, 277, 215, 167, 129, 100, 77, 59, 45, 34]",29,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11444    31]
 [   59     1]]",0.79,0.08,0.79,0.1,0.15,0.29,"[[1782  472]
 [  11   42]]",0.79,0.04,0.81,0.04,0.07,0.15,"[[9068 2360]
 [  20   87]]"
8,1.235,42,460,171,r207n17.gzip,"[372, 301, 243, 196, 158, 127, 102, 82]",69,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11440    35]
 [   59     1]]",0.64,0.05,0.75,0.06,0.09,0.2,"[[1440  810]
 [  14   43]]",0.65,0.02,0.76,0.02,0.04,0.09,"[[7419 4011]
 [  25   80]]"
5,1.088,42,460,101,r207n17.gzip,"[422, 387, 355, 326, 299]",277,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11441    34]
 [   59     1]]",0.78,0.06,0.62,0.07,0.11,0.21,"[[1758  499]
 [  19   31]]",0.77,0.02,0.65,0.03,0.05,0.1,"[[8864 2576]
 [  33   62]]"
6,1.091,42,460,75,r207n17.gzip,"[421, 385, 352, 322, 295, 270]",250,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11426    49]
 [   59     1]]",0.62,0.06,0.91,0.07,0.11,0.23,"[[1385  865]
 [   5   52]]",0.62,0.02,0.93,0.03,0.04,0.1,"[[7044 4380]
 [   8  103]]"
7,1.233,42,460,287,r207n17.gzip,"[373, 302, 244, 197, 159, 128, 103]",86,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11429    46]
 [   59     1]]",0.82,0.06,0.52,0.07,0.11,0.21,"[[1878  381]
 [  23   25]]",0.83,0.02,0.52,0.03,0.04,0.1,"[[9511 1938]
 [  41   45]]"
9,1.185,42,460,326,r207n17.gzip,"[388, 327, 275, 232, 195, 164, 138, 116, 97]",84,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.04,0.02,0.03,0.02,0.02,"[[11448    27]
 [   59     1]]",0.79,0.08,0.72,0.09,0.14,0.27,"[[1781  472]
 [  15   39]]",0.79,0.03,0.76,0.04,0.06,0.14,"[[9056 2375]
 [  25   79]]"
8,1.029,42,460,226,r207n17.gzip,"[447, 434, 421, 409, 397, 385, 374, 363]",357,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11436    39]
 [   59     1]]",0.82,0.08,0.69,0.1,0.15,0.28,"[[1852  403]
 [  16   36]]",0.81,0.03,0.72,0.04,0.06,0.14,"[[9309 2128]
 [  27   71]]"
10,1.209,42,460,126,r207n17.gzip,"[380, 314, 259, 214, 177, 146, 120, 99, 81, 66]",57,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.04,0.02,0.03,0.02,0.02,"[[11448    27]
 [   59     1]]",0.89,0.09,0.62,0.11,0.16,0.29,"[[2016  249]
 [  16   26]]",0.88,0.04,0.69,0.05,0.08,0.17,"[[10102  1347]
 [   27    59]]"
9,1.055,42,460,149,r207n17.gzip,"[436, 413, 391, 370, 350, 331, 313, 296, 280]",270,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11444    31]
 [   59     1]]",0.9,0.11,0.54,0.13,0.18,0.3,"[[2054  207]
 [  21   25]]",0.91,0.05,0.59,0.06,0.09,0.18,"[[10387  1058]
 [   37    53]]"
6,1.112,42,460,312,r207n17.gzip,"[413, 371, 333, 299, 268, 241]",219,0.98,0.0,0.0,,,,"[[2269    5]
 [  33    0]]",0.99,0.04,0.02,0.03,0.02,0.02,"[[11449    26]
 [   59     1]]",0.72,0.05,0.67,0.07,0.1,0.21,"[[1627  626]
 [  18   36]]",0.73,0.02,0.67,0.03,0.04,0.1,"[[8396 3038]
 [  33   68]]"
5,1.082,42,460,349,r207n17.gzip,"[425, 392, 362, 334, 308]",287,0.99,,0.0,,,,"[[2274    0]
 [  33    0]]",0.99,0.33,0.02,0.07,0.03,0.02,"[[11473     2]
 [   59     1]]",0.52,0.05,0.98,0.07,0.1,0.22,"[[1131 1113]
 [   1   62]]",0.52,0.02,0.99,0.03,0.04,0.1,"[[5838 5571]
 [   1  125]]"
7,1.042,42,460,235,r207n17.gzip,"[441, 423, 405, 388, 372, 357, 342]",330,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11427    48]
 [   59     1]]",0.57,0.05,0.85,0.06,0.09,0.2,"[[1274  973]
 [   9   51]]",0.58,0.02,0.84,0.02,0.04,0.09,"[[6628 4793]
 [  18   96]]"
8,1.331,42,460,185,r207n17.gzip,"[345, 259, 194, 145, 108, 81, 60, 45]",35,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11434    41]
 [   59     1]]",0.78,0.08,0.78,0.1,0.14,0.28,"[[1763  490]
 [  12   42]]",0.78,0.03,0.79,0.04,0.06,0.14,"[[8931 2497]
 [  22   85]]"
7,1.113,42,460,209,r207n17.gzip,"[413, 371, 333, 299, 268, 240, 215]",195,0.98,0.0,0.0,,,,"[[2265    9]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11428    47]
 [   59     1]]",0.36,0.04,1.0,0.05,0.08,0.19,"[[ 771 1469]
 [   0   67]]",0.36,0.02,1.0,0.02,0.03,0.08,"[[4011 7392]
 [   0  132]]"
5,1.214,42,460,397,r207n17.gzip,"[378, 311, 256, 210, 172]",144,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11430    45]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11430    45]
 [   59     1]]"
4,1.368,42,460,421,r207n17.gzip,"[336, 245, 179, 130]",96,0.98,0.4,0.06,0.19,0.1,0.07,"[[2270    3]
 [  32    2]]",0.99,0.17,0.05,0.11,0.08,0.06,"[[11459    15]
 [   58     3]]",0.99,0.5,0.06,0.2,0.11,0.07,"[[2271    2]
 [  32    2]]",0.99,0.18,0.05,0.12,0.08,0.06,"[[11460    14]
 [   58     3]]"
6,1.13,42,460,248,r207n17.gzip,"[407, 360, 318, 281, 248, 219]",195,0.98,0.0,0.0,,,,"[[2272    2]
 [  33    0]]",0.99,0.11,0.02,0.05,0.03,0.02,"[[11467     8]
 [   59     1]]",0.67,0.05,0.71,0.06,0.09,0.19,"[[1509  746]
 [  15   37]]",0.68,0.02,0.72,0.02,0.04,0.09,"[[7746 3689]
 [  28   72]]"
10,1.087,42,460,181,r207n17.gzip,"[423, 389, 357, 328, 301, 276, 253, 232, 213, 195]",184,0.74,0.07,0.75,0.09,0.13,0.25,"[[1665  583]
 [  15   44]]",0.75,0.03,0.79,0.04,0.06,0.13,"[[8538 2884]
 [  24   89]]",0.76,0.07,0.72,0.09,0.13,0.26,"[[1722  528]
 [  16   41]]",0.77,0.03,0.76,0.04,0.06,0.13,"[[8788 2638]
 [  26   83]]"
7,1.091,42,460,339,r207n17.gzip,"[421, 385, 352, 322, 295, 270, 247]",230,0.98,0.0,0.0,,,,"[[2265    9]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11426    49]
 [   59     1]]",0.85,0.06,0.47,0.08,0.11,0.21,"[[1934  326]
 [  25   22]]",0.85,0.02,0.48,0.03,0.05,0.1,"[[9803 1647]
 [  44   41]]"
6,1.197,42,460,199,r207n17.gzip,"[384, 320, 267, 223, 186, 155]",131,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11432    43]
 [   59     1]]",0.83,0.06,0.52,0.08,0.12,0.22,"[[1881  376]
 [  24   26]]",0.84,0.03,0.57,0.04,0.06,0.12,"[[9657 1783]
 [  41   54]]"
8,1.044,42,460,265,r207n17.gzip,"[440, 421, 403, 386, 369, 353, 338, 323]",312,0.75,0.07,0.75,0.09,0.13,0.26,"[[1694  554]
 [  15   44]]",0.76,0.03,0.79,0.04,0.06,0.14,"[[8698 2724]
 [  24   89]]",0.76,0.07,0.72,0.09,0.13,0.26,"[[1720  529]
 [  16   42]]",0.77,0.03,0.77,0.04,0.06,0.13,"[[8833 2593]
 [  25   84]]"
9,1.27,42,460,279,r207n17.gzip,"[362, 285, 224, 176, 138, 108, 85, 66, 51]",42,0.76,0.07,0.8,0.09,0.14,0.27,"[[1718  535]
 [  11   43]]",0.77,0.03,0.83,0.04,0.06,0.14,"[[8742 2683]
 [  19   91]]",0.75,0.08,0.84,0.09,0.14,0.28,"[[1675  575]
 [   9   48]]",0.74,0.03,0.85,0.04,0.06,0.14,"[[8458 2964]
 [  17   96]]"
